Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,HSN Code
3 PCS SET,3-pcs-set,"Radiate sophistication in this exquisite maroon kurta set, designed for elegant festive dressing. The flowing silhouette is defined by striking, oversized floral embroidery in shimmering gold thread along the hem, creating a luxurious focal point. Paired with matching pants and a delicately embellished dupatta, this ensemble offers a graceful blend of contemporary chic and traditional charm perfect for your next special occasion.",jyothi studio,,3 PCS SET,,TRUE,Active,S3718086,,Size,L,,,,,,,,1699,2430,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303108383-m_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,1,3 PCS SET,https://only2u-media.b-cdn.net/productsimages/1765303108383-m_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,FALSE,3 PCS SET,"Radiate sophistication in this exquisite maroon kurta set, designed for elegant festive dressing. The flowing silhouette is defined by striking, oversized floral embroidery in shimmering gold thread along the hem, creating a luxurious focal point. Paired with matching pants and a delicately embellished dupatta, this ensemble offers a graceful blend of contemporary chic and traditional charm perfect for your next special occasion.",,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3718087,,Size,XL,,,,,,,,1699,2430,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303118883-l_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,2,3 PCS SET,https://only2u-media.b-cdn.net/productsimages/1765303118883-l_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3718088,,Size,2XL,,,,,,,,1699,2430,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303118883-l_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3718085,,Size,M,,,,,,,,1699,2430,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303108383-m_whatsapp_image_2025-12-06_at_11.46.26_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
LONG UMBRELLA TOP,long-umbrella-top,"Embrace vibrant summer style with this stunning magenta midi dress, adorned with a bold botanical leaf print in contrasting yellow and blue hues. Featuring flattering puff sleeves, a structured bodice with a button placket detail, and a flowing tiered skirt, this dress offers a perfect blend of comfort and feminine flair. Its breezy silhouette and eye-catching design make it an effortless choice for casual days out, weekend brunches, or warm-weather getaways.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3794703,,Size,2XL,,,,,,,,575,820,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303532418-l_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,1,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765303532418-l_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,FALSE,LONG UMBRELLA TOP,"Embrace vibrant summer style with this stunning magenta midi dress, adorned with a bold botanical leaf print in contrasting yellow and blue hues. Featuring flattering puff sleeves, a structured bodice with a button placket detail, and a flowing tiered skirt, this dress offers a perfect blend of comfort and feminine flair. Its breezy silhouette and eye-catching design make it an effortless choice for casual days out, weekend brunches, or warm-weather getaways.",,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3794700,,Size,M,,,,,,,,575,820,,TRUE,,,,,,shopify,6,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303513539-m_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,2,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765303513539-m_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3794702,,Size,XL,,,,,,,,575,820,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303532418-l_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3794701,,Size,L,,,,,,,,575,820,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303513539-m_whatsapp_image_2025-12-06_at_11.56.52_am.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
3 pc set,3-pc-set,"Paired with matching straight-fit pants, the ensemble ensures ease of movement and a polished look. The look is completed with a beautifully coordinated dupatta in contrasting ivory and blue tones, adorned with intricate geometric and floral prints and finished with delicate tassel detailing along the edges.",jaipur fashions,,3 PCS SET,,TRUE,Active,S3748264,,Size,3XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766211188831-1-27.jpeg,1,3 pc set,https://only2u-media.b-cdn.net/productsimages/1766211188831-1-27.jpeg,FALSE,3 pc set,"Paired with matching straight-fit pants, the ensemble ensures ease of movement and a polished look. The look is completed with a beautifully coordinated dupatta in contrasting ivory and blue tones, adorned with intricate geometric and floral prints and finished with delicate tassel detailing along the edges.",,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3748265,,Size,4XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766211188831-1-27.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pc-set,,,,,,,,S3748266,,Size,5XL,,,,,,,,1250,1790,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766211188831-1-27.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
UMBRELLA TOP,umbrella-top,"The bodice is adorned with delicate floral embroidery in soothing tones, creating a subtle yet eye-catching focal point. Puff sleeves with soft gathers enhance the feminine appeal, while the fitted waistline flatters the figure without compromising on comfort. The airy construction makes it ideal for warm-weather days, garden gatherings, brunch outings, or relaxed festive occasions.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3790662,,Size,M,,,,,,,,699,1000,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766216786215-1-155.jpeg,1,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1766216786215-1-155.jpeg,FALSE,UMBRELLA TOP,"The bodice is adorned with delicate floral embroidery in soothing tones, creating a subtle yet eye-catching focal point. Puff sleeves with soft gathers enhance the feminine appeal, while the fitted waistline flatters the figure without compromising on comfort. The airy construction makes it ideal for warm-weather days, garden gatherings, brunch outings, or relaxed festive occasions.",,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3790663,,Size,L,,,,,,,,699,1000,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766216786215-1-155.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3790664,,Size,XL,,,,,,,,699,1000,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1766216796791-1-68.jpeg,2,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1766216796791-1-68.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,umbrella-top,,,,,,,,S3790665,,Size,2XL,,,,,,,,699,1000,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1766216796791-1-68.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
STRAIGHT CUT TOP,straight-cut-top,"Embrace effortless elegance with this sophisticated beige and black printed kurti, featuring an intricate paisley motif that exudes timeless charm. The design is anchored by a striking black detailed yoke neckline, offering a contemporary contrast to the traditional pattern. With its comfortable relaxed fit and versatile three-quarter sleeves, this tunic is the perfect choice for elevating your daily office attire or casual weekend ensembles.",she trendz,,Tops,,TRUE,Active,S3737436,,Size,L,,,,,,,,950,1360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765306078270-m_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,1,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765306078270-m_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,FALSE,STRAIGHT CUT TOP,"Embrace effortless elegance with this sophisticated beige and black printed kurti, featuring an intricate paisley motif that exudes timeless charm. The design is anchored by a striking black detailed yoke neckline, offering a contemporary contrast to the traditional pattern. With its comfortable relaxed fit and versatile three-quarter sleeves, this tunic is the perfect choice for elevating your daily office attire or casual weekend ensembles.",,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3737442,,Size,2XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765306091655-l_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765306091655-l_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3737439,,Size,M,,,,,,,,950,1360,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765306078270-m_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3737441,,Size,XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765306091655-l_whatsapp_image_2025-12-06_at_12.55.54_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
LONG UMBRELLA TOP,long-umbrella-top,"Embrace effortless elegance with this sophisticated black A-line kurta, featuring striking contrasting floral motifs throughout. The design is highlighted by an intricately detailed yoke with distinct patterns and trim, blending traditional charm with contemporary style. Perfect for versatile wear from casual gatherings to semi-formal events, this comfortable piece with three-quarter sleeves offers a flattering silhouette for any occasion.",SUBHAMASTHU SHOPPING MALL,,Tops,,TRUE,Active,S3765012,,Size,M,,,,,,,,550,1100,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765304117388-m_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,1,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765304117388-m_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,FALSE,LONG UMBRELLA TOP,"Embrace effortless elegance with this sophisticated black A-line kurta, featuring striking contrasting floral motifs throughout. The design is highlighted by an intricately detailed yoke with distinct patterns and trim, blending traditional charm with contemporary style. Perfect for versatile wear from casual gatherings to semi-formal events, this comfortable piece with three-quarter sleeves offers a flattering silhouette for any occasion.",,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765016,,Size,3XL,,,,,,,,550,1100,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765304136201-l_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,2,LONG UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765304136201-l_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765013,,Size,L,,,,,,,,550,1100,,TRUE,,,,,,shopify,7,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765304117388-m_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765015,,Size,2XL,,,,,,,,550,1100,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765304136201-l_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,long-umbrella-top,,,,,,,,S3765014,,Size,XL,,,,,,,,550,1100,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765304136201-l_whatsapp_image_2025-12-06_at_12.22.40_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
STRAIGHT CUT TOP,straight-cut-top,"Elevate your ethnic wardrobe with this stunning teal blue kurta, crafted from a lustrous silk-blend fabric for a sophisticated drape. The design features intricate gold zari embroidery cascading down the right shoulder and sleeve, accented by delicate button details on the round neckline. Perfect for festive gatherings or evening events, this straight-cut kurta with three-quarter sleeves offers a timeless blend of traditional elegance and contemporary grace.",jyothi studio,,Tops,,TRUE,Active,S3765403,,Size,L,,,,,,,,950,1360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765305671131-l_whatsapp_image_2025-12-06_at_12.44.58_pm.jpeg,1,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765305671131-l_whatsapp_image_2025-12-06_at_12.44.58_pm.jpeg,FALSE,STRAIGHT CUT TOP,"Elevate your ethnic wardrobe with this stunning teal blue kurta, crafted from a lustrous silk-blend fabric for a sophisticated drape. The design features intricate gold zari embroidery cascading down the right shoulder and sleeve, accented by delicate button details on the round neckline. Perfect for festive gatherings or evening events, this straight-cut kurta with three-quarter sleeves offers a timeless blend of traditional elegance and contemporary grace.",,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3765405,,Size,2XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765305746480-l_whatsapp_image_2025-12-07_at_5.08.01_pm.jpeg,2,STRAIGHT CUT TOP,https://only2u-media.b-cdn.net/productsimages/1765305746480-l_whatsapp_image_2025-12-07_at_5.08.01_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3765402,,Size,M,,,,,,,,950,1360,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765305671131-l_whatsapp_image_2025-12-06_at_12.44.58_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,straight-cut-top,,,,,,,,S3765404,,Size,XL,,,,,,,,950,1360,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765305746480-l_whatsapp_image_2025-12-07_at_5.08.01_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
3 PCS SET,3-pcs-set,"Radiate elegance in this stunning sunny yellow kurta set, designed to brighten any occasion. The knee-length kurta features delicate white botanical prints and is accented with intricate geometric embroidery along the yoke for a sophisticated touch. Paired with complementing solid pants and a lightweight, sheer dupatta finished with playful tassels, this ensemble offers a graceful silhouette. It is the perfect blend of traditional charm and contemporary style, ideal for daytime festivities and summer gatherings.",jaipur fashions,,3 PCS SET,,TRUE,Active,S3737062,,Size,L,,,,,,,,850,1210,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303805510-m_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,1,3 PCS SET,https://only2u-media.b-cdn.net/productsimages/1765303805510-m_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,FALSE,3 PCS SET,"Radiate elegance in this stunning sunny yellow kurta set, designed to brighten any occasion. The knee-length kurta features delicate white botanical prints and is accented with intricate geometric embroidery along the yoke for a sophisticated touch. Paired with complementing solid pants and a lightweight, sheer dupatta finished with playful tassels, this ensemble offers a graceful silhouette. It is the perfect blend of traditional charm and contemporary style, ideal for daytime festivities and summer gatherings.",,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3737063,,Size,XL,,,,,,,,850,1210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765303822157-l_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,2,3 PCS SET,https://only2u-media.b-cdn.net/productsimages/1765303822157-l_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3737064,,Size,2XL,,,,,,,,850,1210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303822157-l_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
,3-pcs-set,,,,,,,,S3737061,,Size,M,,,,,,,,850,1210,,TRUE,,,,,,shopify,5,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765303805510-m_whatsapp_image_2025-12-06_at_12.06.01_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
3PC SET,3pc-set,"Paired with classic beige straight pants, the ensemble achieves a perfect balance of colour and sophistication. The look is completed with a soft beige dupatta, adorned with intricate lace-style embroidery and fine detailing along the borders, adding a touch of luxury and elegance.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3768612,,Size,2XL,,,,,,,,1099,1570,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765689740524-1-3.png,1,3PC SET,https://only2u-media.b-cdn.net/productsimages/1765689740524-1-3.png,FALSE,3PC SET,"Paired with classic beige straight pants, the ensemble achieves a perfect balance of colour and sophistication. The look is completed with a soft beige dupatta, adorned with intricate lace-style embroidery and fine detailing along the borders, adding a touch of luxury and elegance.",,,,,,,,new,FALSE,,,,,,54072040
,3pc-set,,,,,,,,S3726900,,Size,M,,,,,,,,1050,1500,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765692489373-gemini_generated_image_ubq5ipubq5ipubq5.png,2,3PC SET,https://only2u-media.b-cdn.net/productsimages/1765692489373-gemini_generated_image_ubq5ipubq5ipubq5.png,FALSE,,,,,,,,,,new,FALSE,,,,,,54072040
UMBRELLA TOP,umbrella-top,"Embrace vibrant summer style with this stunning blue and white chevron midi dress. Featuring a classic shirt collar, button-down front, and three-quarter sleeves, it is accented with a matching belt to define your silhouette. The eye-catching geometric stripe and large floral hem print make it an elegant choice for casual outings or daytime events. Add this fresh and versatile piece to your wardrobe for an effortlessly chic look.",jyothi studio,,Tops,,TRUE,Active,S3737378,,Size,2XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,2,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765304623690-l_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,1,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765304623690-l_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,FALSE,UMBRELLA TOP,"Embrace vibrant summer style with this stunning blue and white chevron midi dress. Featuring a classic shirt collar, button-down front, and three-quarter sleeves, it is accented with a matching belt to define your silhouette. The eye-catching geometric stripe and large floral hem print make it an elegant choice for casual outings or daytime events. Add this fresh and versatile piece to your wardrobe for an effortlessly chic look.",,,,,,,,new,FALSE,,,,,,62046919
,umbrella-top,,,,,,,,S3737375,,Size,M,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765304608207-m_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,2,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765304608207-m_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,umbrella-top,,,,,,,,S3737377,,Size,XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765304623690-l_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,umbrella-top,,,,,,,,S3737379,,Size,3XL,,,,,,,,799,1140,,TRUE,,,,,,shopify,3,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765304658620-l_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,3,UMBRELLA TOP,https://only2u-media.b-cdn.net/productsimages/1765304658620-l_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
,umbrella-top,,,,,,,,S3737376,,Size,L,,,,,,,,799,1140,,TRUE,,,,,,shopify,4,deny,,kg,TRUE,manual,,,,https://only2u-media.b-cdn.net/productsimages/1765304608207-m_whatsapp_image_2025-12-06_at_12.32.42_pm.jpeg,FALSE,,,,,,,,,,new,FALSE,,,,,,62046919
3 PC SET,3-pc-set,"Embrace effortless ethnic elegance with this striking maroon kurta and pant set, defined by its bold, contemporary circular print. The flattering A-line silhouette features three-quarter sleeves and a chic V-neck placket adorned with a subtle tassel accent for a modern touch. Designed for both comfort and style, this vibrant ensemble transitions seamlessly from daytime gatherings to casual evening events.",SUBHAMASTHU SHOPPING MALL,,3 PCS SET,,TRUE,Active,S3762235,,Size,M,,,,,,,,799,1140,,TRUE,,,,,,shopify,1,deny,,kg,TRUE,manual,https://only2u-media.b-cdn.net/productsimages/1765306347939-m_whatsapp_image_2025-12-06_at_1.07.39_pm.jpeg,1,3 PC SET,https://only2u-media.b-cdn.net/productsimages/1765306347939-m_whatsapp_image_2025-12-06_at_1.07.39_pm.jpeg,FALSE,3 PC SET,"Embrace effortless ethnic elegance with this striking maroon kurta and pant set, defined by its bold, contemporary circular print. The flattering A-line silhouette features three-quarter sleeves and a chic V-neck placket adorned with a subtle tassel accent for a modern touch. Designed for both comfort and style, this vibrant ensemble transitions seamlessly from daytime gatherings to casual evening events.",,,,,,,,new,FALSE,,,,,,62019100
